,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
132,Fundamentals of Programming Languages for Absolute Beginners,A guide to learning the <strong>programming</strong> fundamentals with flowcharting and pseudocode for absolute beginners,Rating: 4.5 out of 5,75 reviews,2.5 total hours,53 lectures,Beginner,Praveenkumar Bouna
133,Software Architecture & Design of Modern Large Scale Systems,"Become a Software Architect or Technical Lead by Mastering Software Architecture, System Design & Big Data Processing.",Rating: 4.7 out of 5,1940 reviews,7 total hours,45 lectures,All Levels,Michael Pogrebinsky | Software Architecture & Java Programming Expert
134,Fundamentals of Programming,"Learn the Basics of <strong>Programming</strong> in 9 languages simultaneously: Java, Python, Go, C++, PHP, Ruby, C#, JavaScript & C",Rating: 4.2 out of 5,296 reviews,3.5 total hours,35 lectures,Beginner,Jose Javier Villena
135,Functional Programming in JavaScript: A Practical Approach,"Finally, understand the concepts of functional <strong>programming</strong> in JavaScript.",Rating: 4.5 out of 5,525 reviews,6.5 total hours,49 lectures,Intermediate,Steven Hancock
136,C++: From Beginner to Expert,Designed for people who don't have any knowledge about the <strong>programming</strong> and want to program in C++,Rating: 4.4 out of 5,10234 reviews,17.5 total hours,96 lectures,All Levels,Arkadiusz Włodarczyk
137,Object Oriented Programming - Basics to Advance (Java OOP),"Learn OOP, SOLID principles with Java examples. Implement backend part for online store by the end of the course",Rating: 4.5 out of 5,1320 reviews,8 total hours,40 lectures,Intermediate,"Andrii Piatakha, Learn IT University"
138,Learn C++ Programming from Zero to Mastery in 2023 (MAANG),Specially designed for BEGINNERS who don't have any knowledge about <strong>programming</strong> & want to learn C++ from scratch in 2022,Rating: 4.5 out of 5,740 reviews,36 total hours,160 lectures,All Levels,"Ankit Thakran, Harsh Kajla"
139,Python Tkinter Masterclass - Learn Python GUI Programming,Build Python Tkinter Desktop Applications,Rating: 4.3 out of 5,648 reviews,13.5 total hours,87 lectures,Intermediate,"Tim Buchalka's Learn Programming Academy, Volkan Atış"
140,PyQT5 with Python GUI Programming | Python PyQT,"PyQT with Python GUI <strong>Programming</strong> To Build Python GUI Desktop Application with PYQT, QT, PYQT5 & Become Python Gui Master",Rating: 4.3 out of 5,153 reviews,8 total hours,56 lectures,All Levels,Oak Academy
141,2023-Master in Core Python Programming in 99Days,"Learn Python <strong>Programming</strong> in 99 Days with Theoretical concepts, Practical, Examples, Assignments, Problems & Solution etc",Rating: 4.1 out of 5,211 reviews,32 total hours,518 lectures,All Levels,Faisal Zamir
142,Learn C# for Beginners Crash Course,Obtain C# <strong>Programming</strong> Language Skills With This C# Tutorial.  Acquire Essentials Skills To Get a C# Developer Job Today.,Rating: 4.6 out of 5,1700 reviews,13 total hours,157 lectures,Beginner,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy"
143,Teach Your Kids to Code: Learn to Program Python at Any Age!,"Short, colorful apps and games you can use to teach and learn <strong>programming</strong> at any age! Chromebook, PC, Mac and Linux!",Rating: 4.4 out of 5,9128 reviews,8 total hours,113 lectures,All Levels,Bryson Payne
144,Python Bootcamp - Python Programming - Python For Beginners,Learn Python <strong>Programming</strong> From Scratch - Basic Python For Absolute Beginners - Learn Python Step by Step,Rating: 4.4 out of 5,607 reviews,9.5 total hours,31 lectures,Beginner,Prashant Munshi
145,Functional & Reactive programming in Java : Modern Style,"Java <strong>Programming</strong> MasterClass, Design Patterns,Data Structures,Lambda,Streams,Collectors,Collections,Optionals & RxJava",Rating: 4.3 out of 5,1340 reviews,21 total hours,192 lectures,All Levels,Basics Strong
146,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
147,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
148,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
149,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
150,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
151,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
152,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
153,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
154,Android Java Masterclass - Become an App Developer,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,Rating: 4.4 out of 5,10320 reviews,60.5 total hours,323 lectures,All Levels,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy"
155,C Programming from scratch- Master C Programming,Mother Language of almost all other <strong>programming</strong> languages. Pointers explained in detail. Lots of Hands-on sessions.,Rating: 4.3 out of 5,207 reviews,8.5 total hours,60 lectures,All Levels,Priyanka Yadav Desai
156,Learn Pro Advanced Python Programming,Become a Professional Python Programmer by learning Advance Level <strong>Programming</strong> & using them to make real  Applications,Rating: 4.4 out of 5,507 reviews,26.5 total hours,174 lectures,Expert,Data Scientist
157,[Beginner Friendly] Linux C Programming Success Essentials,Learn the fundamentals of C <strong>programming</strong> from a real industry expert to jumpstart your tech career with C,Rating: 4.4 out of 5,66 reviews,10 total hours,64 lectures,Beginner,Cary Huang
158,Programming Fundamentals + Python 3 Cram Course in 7 Days™,Learn in 7 DAYS the language of the developers and be able to understand and write easily to every <strong>programming</strong> language!,Rating: 4.8 out of 5,57 reviews,6 total hours,44 lectures,All Levels,"Dr. Chris Mall • 30,000+ Students Worldwide"
159,Lua Scripting: Master complete Lua Programming from scratch,Learn complete Lua scripting from scratch and embed Lua with your C and C++ applications,Rating: 4.6 out of 5,1718 reviews,14 total hours,114 lectures,All Levels,"Gustavo Pezzi, Pikuma .com"
160,Computer Programming For Beginners Learn Python Programming,Learn the building blocks of <strong>programming</strong> so you can easily learn any computer <strong>programming</strong> language!,Rating: 4.7 out of 5,69 reviews,8.5 total hours,57 lectures,Beginner,Vicki Watson
161,The Complete C Programming Bootcamp,"Master C <strong>programming</strong> in Visual Studio Code. Learn pointers, macro and low level data manipulation. Embedded ready.",Rating: 4.3 out of 5,996 reviews,25 total hours,160 lectures,All Levels,"Byte Garage, Byte Garage Instructors"
162,Java Spring Tutorial Masterclass - Learn Spring Framework 5,"Can't Find a good Spring Tutorial? Finally Understand Spring 5 With Spring Core, Spring MVC, Spring Boot 2 and more",Rating: 4.3 out of 5,6140 reviews,45.5 total hours,273 lectures,All Levels,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Goran Lochert"
163,"Object Oriented Analysis, Design & Programming with UML","Learn OO Analysis, Design & <strong>Programming</strong> using UML in C++, Java & C#",Rating: 4.5 out of 5,744 reviews,10.5 total hours,126 lectures,All Levels,Umar Lone
164,Linux Shell Scripting: A Project-Based Approach to Learning,"Learn how to shell script through project-based training (Bash Scripting, Bash <strong>Programming</strong>, Sed, Grep, Awk, and More)",Rating: 4.5 out of 5,11232 reviews,12.5 total hours,49 lectures,All Levels,Jason Cannon
165,Learn Go for Beginners Crash Course (Golang),Master the Go <strong>Programming</strong> Language Step by Step - No previous <strong>programming</strong> experience required.,Rating: 4.7 out of 5,1579 reviews,11.5 total hours,101 lectures,Beginner,"Tim Buchalka's Learn Programming Academy, Trevor Sawler"
166,Absolute Introduction to Object Oriented Programming in Java,"Prerequisite to ""Master Object Oriented Design in Java"".",Rating: 4.4 out of 5,5874 reviews,2 total hours,11 lectures,Beginner,Imtiaz Ahmad
167,Learn Python Programming From A-Z: Beginner To Expert Course,"Become a professional Python programmer and learn how to easily create programs, apps, scripts, games and so much more!",Rating: 4.2 out of 5,3502 reviews,16 total hours,156 lectures,All Levels,"Juan E. Galvan, Ahmed Wael"
168,Introduction to Continuous Integration & Continuous Delivery,"Find out why CI and CD, coupled with DevOps will give you a competitive advantage over developers without this knowledge",Rating: 4.5 out of 5,3820 reviews,2.5 total hours,34 lectures,All Levels,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Eduardo Rosas"
169,Master C++ Programming From Beginner To Advance - C++ Course,"Lectures + Practical Hand-on Course , In-Depth study of STL & Files , Supports C++11 C++14 , **250+ videos, **3 Projects",Rating: 4.4 out of 5,1732 reviews,19.5 total hours,264 lectures,All Levels,Codaming - VeDinesh Academy
170,Learn Programming: An Introduction to Programming in C++,"Learn coding concepts, data types, memory and much more in C++.",Rating: 4.6 out of 5,12 reviews,4.5 total hours,20 lectures,Beginner,Chuck McCullough
171,Learn Parallel Programming with C# and .NET,Discover the core multithreading and parallelization concepts supported by the .NET framework.,Rating: 4.4 out of 5,3132 reviews,5.5 total hours,54 lectures,Intermediate,Dmitri Nesteruk
172,CUDA programming Masterclass with C++,Learn parallel <strong>programming</strong> on GPU's with CUDA from basic concepts to advance algorithm implementations.,Rating: 4.2 out of 5,1167 reviews,11 total hours,83 lectures,All Levels,Kasun Liyanage
173,Advanced C Programming: Pointers,"Master pointers, addresses and memory allocation in C",Rating: 4.6 out of 5,2809 reviews,4 total hours,65 lectures,Intermediate,Huw Collingbourne
174,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
175,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
176,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
177,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
178,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
179,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
180,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
181,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
182,Embedded Systems Programming on ARM Cortex-M3/M4 Processor,With hands on coding using C <strong>Programming</strong> and assembly on ARM Cortex M Processor based Microcontroller,Rating: 4.6 out of 5,4437 reviews,15 total hours,124 lectures,All Levels,"FastBit Embedded Brain Academy, Kiran Nayak"
183,Learn Programming - An Introduction For Non-Programmers,Learn how to write your own computer programs. This course is a stepping stone into the world of <strong>programming</strong>.,Rating: 4.4 out of 5,252 reviews,3 total hours,63 lectures,Beginner,Joakim Wassberg
184,Asynchronous Programming Design Patterns -  C/C++,"System <strong>Programming</strong>, C/++, Multithreading Concepts, Thread Synchronization, Operating System Project Courses, Event Loops",Rating: 4.8 out of 5,14 reviews,5 total hours,48 lectures,Intermediate,"Abhishek CSEPracticals, Ekta Ekta, Shiwani Nigam"
185,C++ Programming Bootcamp,A Complete C++ Course Focused on Problem Solving that will Expand into All C++ Can Do,Rating: 4.6 out of 5,266 reviews,24 total hours,85 lectures,All Levels,Derek Banas
186,The Complete Xamarin Developer Course:  iOS And Android!,"Build Cross Platform Android and iOS apps with Xamarin Forms, Xamarin Classic, Azure Mobile App Services, Rest and more",Rating: 4.5 out of 5,4277 reviews,27.5 total hours,187 lectures,Beginner,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas"
187,The Python Programming Comprehensive Bootcamp,"Become A Certified Python Developer, Learn and Practice Python <strong>Programming</strong>  and Boost your Dev career in short time!",Rating: 4.3 out of 5,1359 reviews,4.5 total hours,75 lectures,Beginner,Ahmed Ibrahim
188,Excel VBA Programming - The Complete Guide,"Automate your Microsoft Excel workflow, accelerate your productivity, and master <strong>programming</strong> with VBA! Beginners welcome",Rating: 4.7 out of 5,4569 reviews,18 total hours,159 lectures,All Levels,Boris Paskhaver
189,Complete JDBC Programming Part-1,Direct Class Room Videos To give Left and Right Anywhere about Java Database <strong>Programming</strong>,Rating: 4.7 out of 5,1237 reviews,23 total hours,75 lectures,All Levels,DURGASOFT DURGA
190,R Programming For Absolute Beginners,Learn the basics of writing code in R - your first step to become a data scientist,Rating: 4.7 out of 5,2825 reviews,9.5 total hours,119 lectures,Beginner,Bogdan Anastasiei
191,C  Programming - Learn Computer Programming With C Language,Discover your dreams and get into <strong>programming</strong> industry by learning C <strong>programming</strong>  language,Rating: 4.6 out of 5,54 reviews,10.5 total hours,101 lectures,All Levels,Piroz Amin
192,Dynamic Programming Algorithms Master Course (2022),"Ultimate Specialisation on Recursion, Backtracking and  Dynamic <strong>Programming</strong> for Competitive Coding & Interviews.",Rating: 4.3 out of 5,294 reviews,44.5 total hours,243 lectures,All Levels,"Apaar Kamal, Prateek Narang, Coding Minutes"
