,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
132,Java Spring Tutorial Masterclass - Learn Spring Framework 5,"Can't Find a good Spring Tutorial? Finally Understand Spring 5 With Spring Core, Spring MVC, Spring Boot 2 and more",Rating: 4.3 out of 5,6154 reviews,45.5 total hours,273 lectures,All Levels,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Goran Lochert"
133,C Programming from scratch- Master C Programming,Mother Language of almost all other <strong>programming</strong> languages. Pointers explained in detail. Lots of Hands-on sessions.,Rating: 4.4 out of 5,215 reviews,8.5 total hours,60 lectures,All Levels,Priyanka Yadav Desai
134,"Recursion, Backtracking and Dynamic Programming in Java","Competitive <strong>Programming</strong> with Common Interview Questions (Recursion, Backtracking and Divide and Conquer Algorithms)",Rating: 4.7 out of 5,1300 reviews,14.5 total hours,142 lectures,All Levels,Holczer Balazs
135,Networking Concepts with Socket Programming - Academic Level,Networking course with socket <strong>programming</strong> concepts in depth with TCP/UDP/HTTP Socket <strong>Programming</strong> for beginners to expert,Rating: 4.3 out of 5,655 reviews,23 total hours,199 lectures,All Levels,"Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta"
136,Android Java Masterclass - Become an App Developer,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,Rating: 4.3 out of 5,10344 reviews,60.5 total hours,323 lectures,All Levels,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy"
137,Learn C++ Programming from Zero to Mastery in 2023 (MAANG),Specially designed for BEGINNERS who don't have any knowledge about <strong>programming</strong> & want to learn C++ from scratch in 2022,Rating: 4.4 out of 5,754 reviews,36 total hours,160 lectures,All Levels,"Ankit Thakran, Harsh Kajla"
138,Object Oriented Programming - Basics to Advance (Java OOP),"Learn OOP, SOLID principles with Java examples. Implement backend part for online store by the end of the course",Rating: 4.4 out of 5,1350 reviews,8 total hours,40 lectures,Intermediate,"Andrii Piatakha, Learn IT University"
139,"Python Programming - Multithreading, OOP, NumPy and Pandas","Learn Python <strong>Programming</strong> Language - Basics, Multithreading, Parallel <strong>Programming</strong>, OOP and NumPy, Matplotlib and Pandas",Rating: 4.5 out of 5,300 reviews,13.5 total hours,195 lectures,All Levels,Holczer Balazs
140,Learn Java Programming Crash Course,This Java For Beginners Course Includes Java Basics And Core Java Skills Training To Make You A Software Developer Fast,Rating: 4.6 out of 5,3489 reviews,12.5 total hours,148 lectures,Beginner,"Tim Buchalka, Goran Lochert, Tim Buchalka's Learn Programming Academy"
141,Functional & Reactive programming in Java : Modern Style,"Java <strong>Programming</strong> MasterClass, Design Patterns,Data Structures,Lambda,Streams,Collectors,Collections,Optionals & RxJava",Rating: 4.4 out of 5,1354 reviews,21 total hours,192 lectures,All Levels,Basics Strong
142,C and C++ Programming : Step-by-Step Tutorial,C <strong>Programming</strong> and C++ <strong>Programming</strong> Learn both at your own pace,Rating: 4.2 out of 5,486 reviews,12 total hours,142 lectures,Beginner,DoEdu IT Educations
143,2023-Master in Core Python Programming in 99Days,"Learn Python <strong>Programming</strong> in 99 Days with Theoretical concepts, Practical, Examples, Assignments, Problems & Solution etc",Rating: 4.1 out of 5,231 reviews,32 total hours,518 lectures,All Levels,"Faisal Zamir, Jafri Code"
144,The Complete C Programming Bootcamp,"Master C <strong>programming</strong> in Visual Studio Code. Learn pointers, macro and low level data manipulation. Embedded ready.",Rating: 4.4 out of 5,1012 reviews,25 total hours,160 lectures,All Levels,"Byte Garage, Byte Garage Instructors"
145,Absolute Introduction to Object Oriented Programming in Java,"Prerequisite to ""Master Object Oriented Design in Java"".",Rating: 4.5 out of 5,5934 reviews,2 total hours,11 lectures,Beginner,Imtiaz Ahmad
146,Dynamic Programming Algorithms,,Rating: 0.0 out of 5,0 reviews,11.5 total hours,32 lectures,All Levels,Md. A. Barik
147,Embedded C Programming Course from Zero to Hero,,Rating: 0.0 out of 5,0 reviews,14 total hours,64 lectures,All Levels,SM training academy
148,Programming Practices for Software Engineers : Clean code,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,Intermediate,RougeNeuron Academy
149,Learn FIVE (5) Computer Programming Languages in ONE COURSE,,Rating: 4.7 out of 5,2 reviews,6 total hours,67 lectures,All Levels,"Faisal Zamir, Jafri Code"
150,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
151,Master Python Programming A to Z,,Rating: 5.0 out of 5,2 reviews,3 total hours,28 lectures,All Levels,Aakash Singh
152,Programming with Python - part 2,,Rating: 0.0 out of 5,0 reviews,6.5 total hours,17 lectures,Beginner,Alison A
153,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
154,C++ Programming Bootcamp,A Complete C++ Course Focused on Problem Solving that will Expand into All C++ Can Do,Rating: 4.6 out of 5,270 reviews,24 total hours,85 lectures,All Levels,Derek Banas
155,Fundamentals of Programming,"Learn the Basics of <strong>Programming</strong> in 9 languages simultaneously: Java, Python, Go, C++, PHP, Ruby, C#, JavaScript & C",Rating: 4.2 out of 5,296 reviews,3.5 total hours,35 lectures,Beginner,Jose Javier Villena
156,The Python Programming Comprehensive Bootcamp,"Become A Certified Python Developer, Learn and Practice Python <strong>Programming</strong>  and Boost your Dev career in short time!",Rating: 4.3 out of 5,1368 reviews,4.5 total hours,75 lectures,Beginner,Ahmed Ibrahim
157,PyQT5 with Python GUI Programming | Python PyQT,"PyQT with Python GUI <strong>Programming</strong> To Build Python GUI Desktop Application with PYQT, QT, PYQT5 & Become Python Gui Master",Rating: 4.3 out of 5,153 reviews,8 total hours,56 lectures,All Levels,"Oak Academy, OAK Academy Team"
158,Asynchronous Programming Design Patterns -  C/C++,"System <strong>Programming</strong>, C/++, Multithreading Concepts, Thread Synchronization, Operating System Project Courses, Event Loops",Rating: 4.8 out of 5,14 reviews,5 total hours,48 lectures,Intermediate,"Abhishek CSEPracticals, Ekta Ekta, Shiwani Nigam"
159,Learn Python Programming From A-Z: Beginner To Expert Course,"Become a professional Python programmer and learn how to easily create programs, apps, scripts, games and so much more!",Rating: 4.1 out of 5,3515 reviews,16 total hours,156 lectures,All Levels,"Juan E. Galvan, Ahmed Wael"
160,Computer Programming For Beginners Learn Python Programming,Learn the building blocks of <strong>programming</strong> so you can easily learn any computer <strong>programming</strong> language!,Rating: 4.7 out of 5,71 reviews,8.5 total hours,57 lectures,Beginner,Vicki Watson
161,CUDA programming Masterclass with C++,Learn parallel <strong>programming</strong> on GPU's with CUDA from basic concepts to advance algorithm implementations.,Rating: 4.3 out of 5,1177 reviews,11 total hours,83 lectures,All Levels,Kasun Liyanage
162,Programming Fundamentals + Python 3 Cram Course in 7 Days™,Learn in 7 DAYS the language of the developers and be able to understand and write easily to every <strong>programming</strong> language!,Rating: 4.8 out of 5,57 reviews,6 total hours,44 lectures,All Levels,"Dr. Chris Mall • 30,000+ Students Worldwide"
163,Advanced C Programming: Pointers,"Master pointers, addresses and memory allocation in C",Rating: 4.6 out of 5,2835 reviews,4 total hours,65 lectures,Intermediate,Huw Collingbourne
164,Introduction to Continuous Integration & Continuous Delivery,"Find out why CI and CD, coupled with DevOps will give you a competitive advantage over developers without this knowledge",Rating: 4.5 out of 5,3904 reviews,2.5 total hours,34 lectures,All Levels,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Eduardo Rosas"
165,Python Bootcamp - Python Programming - Python For Beginners,Learn Python <strong>Programming</strong> From Scratch - Basic Python For Absolute Beginners - Learn Python Step by Step,Rating: 4.4 out of 5,686 reviews,9.5 total hours,31 lectures,Beginner,Prashant Munshi
166,Python Programming Master Course (2022),"Hone your <strong>programming</strong> skills by learning Python3 - master data structures, OOPS, problem solving and project building!",Rating: 4.5 out of 5,490 reviews,20 total hours,191 lectures,Beginner,"Mohit Uniyal, Prateek Narang, Coding Minutes"
167,Learn Pro Advanced Python Programming,Become a Professional Python Programmer by learning Advance Level <strong>Programming</strong> & using them to make real  Applications,Rating: 4.2 out of 5,518 reviews,26.5 total hours,174 lectures,Expert,Data Scientist
168,Linux Shell Scripting: A Project-Based Approach to Learning,"Learn how to shell script through project-based training (Bash Scripting, Bash <strong>Programming</strong>, Sed, Grep, Awk, and More)",Rating: 4.6 out of 5,11353 reviews,12.5 total hours,49 lectures,All Levels,Jason Cannon
169,Learn Programming: An Introduction to Programming in C++,"Learn coding concepts, data types, memory and much more in C++.",Rating: 4.6 out of 5,12 reviews,4.5 total hours,20 lectures,Beginner,Chuck McCullough
170,Learn Go for Beginners Crash Course (Golang),Master the Go <strong>Programming</strong> Language Step by Step - No previous <strong>programming</strong> experience required.,Rating: 4.7 out of 5,1627 reviews,11.5 total hours,101 lectures,Beginner,"Tim Buchalka's Learn Programming Academy, Trevor Sawler"
171,Advanced Scala and Functional Programming | Rock the JVM,"For Scala developers: become a top level Scala programmer so you can rock Spark, Akka, Cats or any Scala tool!",Rating: 4.6 out of 5,2859 reviews,13.5 total hours,51 lectures,Expert,Daniel Ciocîrlan
172,Master C++ Programming From Beginner To Advance - C++ Course,"Lectures + Practical Hand-on Course , In-Depth study of STL & Files , Supports C++11 C++14 , **250+ videos, **3 Projects",Rating: 4.4 out of 5,1746 reviews,19.5 total hours,264 lectures,All Levels,Codaming - VeDinesh Academy
173,Lua Scripting: Master complete Lua Programming from scratch,Learn complete Lua scripting from scratch and embed Lua with your C and C++ applications,Rating: 4.6 out of 5,1744 reviews,14 total hours,114 lectures,All Levels,"Gustavo Pezzi, Pikuma .com"
174,Dynamic Programming Algorithms,,Rating: 0.0 out of 5,0 reviews,11.5 total hours,32 lectures,All Levels,Md. A. Barik
175,Embedded C Programming Course from Zero to Hero,,Rating: 0.0 out of 5,0 reviews,14 total hours,64 lectures,All Levels,SM training academy
176,Programming Practices for Software Engineers : Clean code,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,Intermediate,RougeNeuron Academy
177,Learn FIVE (5) Computer Programming Languages in ONE COURSE,,Rating: 4.7 out of 5,2 reviews,6 total hours,67 lectures,All Levels,"Faisal Zamir, Jafri Code"
178,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
179,Master Python Programming A to Z,,Rating: 5.0 out of 5,2 reviews,3 total hours,28 lectures,All Levels,Aakash Singh
180,Programming with Python - part 2,,Rating: 0.0 out of 5,0 reviews,6.5 total hours,17 lectures,Beginner,Alison A
181,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
182,The Simplest Guide to SAS Programming- SAS Base-SAS Advanced,"SAS <strong>programming</strong> for Data Analysis, Data Science, Data Visualization | SAS Certification Exam | SAS Base | SAS Advanced",Rating: 4.5 out of 5,1956 reviews,12.5 total hours,124 lectures,All Levels,"Aslam Khan, PgMP, PMP, SAFe, SAS"
183,Complete JDBC Programming Part-1,Direct Class Room Videos To give Left and Right Anywhere about Java Database <strong>Programming</strong>,Rating: 4.6 out of 5,1265 reviews,23 total hours,75 lectures,All Levels,DURGASOFT DURGA
184,Linux Inter Process Communication (IPC) from Scratch in C,"Linux Course - Includes Socket <strong>Programming</strong>, Linux System <strong>Programming</strong>, C <strong>programming</strong> - From Beginner to Expert",Rating: 4.4 out of 5,782 reviews,9 total hours,72 lectures,All Levels,"Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta"
185,C Programming For Beginners,"Learn C in ten easy steps on Windows, Mac OS X or Linux",Rating: 4.4 out of 5,4113 reviews,8 total hours,76 lectures,All Levels,Huw Collingbourne
186,Functional Programming in JavaScript: A Practical Approach,"Finally, understand the concepts of functional <strong>programming</strong> in JavaScript.",Rating: 4.4 out of 5,532 reviews,6.5 total hours,49 lectures,Intermediate,Steven Hancock
187,Learn Parallel Programming with C# and .NET,Discover the core multithreading and parallelization concepts supported by the .NET framework.,Rating: 4.5 out of 5,3161 reviews,5.5 total hours,54 lectures,Intermediate,Dmitri Nesteruk
188,The Complete Xamarin Developer Course:  iOS And Android!,"Build Cross Platform Android and iOS apps with Xamarin Forms, Xamarin Classic, Azure Mobile App Services, Rest and more",Rating: 4.4 out of 5,4293 reviews,27.5 total hours,187 lectures,Beginner,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas"
189,"Object Oriented Analysis, Design & Programming with UML","Learn OO Analysis, Design & <strong>Programming</strong> using UML in C++, Java & C#",Rating: 4.4 out of 5,756 reviews,10.5 total hours,126 lectures,All Levels,Umar Lone
190,C  Programming - Learn Computer Programming With C Language,Discover your dreams and get into <strong>programming</strong> industry by learning C <strong>programming</strong>  language,Rating: 4.6 out of 5,54 reviews,10.5 total hours,101 lectures,All Levels,Piroz Amin
191,Python 2022 - Mastering Object Oriented Programming,Become a Python Master,Rating: 4.8 out of 5,38 reviews,11 total hours,88 lectures,All Levels,Candas Bilgin
192,Dynamic Programming Algorithms Master Course (2022),"Ultimate Specialisation on Recursion, Backtracking and  Dynamic <strong>Programming</strong> for Competitive Coding & Interviews.",Rating: 4.2 out of 5,308 reviews,44.5 total hours,243 lectures,All Levels,"Apaar Kamal, Prateek Narang, Coding Minutes"
